dia,Zacatecas,Yucatán,Veracruz,Tlaxcala,Tamaulipas,Tabasco,Sonora,Sinaloa,San Luis Potosí,Quintana Roo,Querétaro,Puebla,Oaxaca,Nuevo León,Nayarit,Morelos,Michoacán,México,Jalisco,Hidalgo,Guerrero,Guanajuato,Durango,Ciudad de México,Colima,Coahuila,Chihuahua,Chiapas,Campeche,Baja California Sur,Baja California,Aguascalientes
156,226,24,6,4,25,49,52,718,365,0,12,10,48,56,228,2,48,9,158,132,31,12,33,0,225,0,298,61,12,0,0,44
157,204,22,5,3,23,44,46,647,328,0,11,9,43,51,205,2,43,8,142,119,28,11,29,0,203,0,268,55,11,0,0,40
158,184,20,5,3,21,40,42,582,296,0,10,8,39,46,185,2,39,7,128,107,25,10,26,0,183,0,241,49,10,0,0,36
159,165,18,4,3,18,36,38,524,266,0,9,7,35,41,167,2,35,6,115,97,23,9,24,0,165,0,217,44,9,0,0,32
160,149,16,4,2,17,32,34,472,240,0,8,6,31,37,150,1,32,6,104,87,20,8,21,0,148,0,196,40,8,0,0,29
161,134,14,3,2,15,29,30,425,216,0,7,6,28,33,135,1,28,5,93,78,18,7,19,0,133,0,176,36,7,0,0,26
162,121,13,3,2,13,26,27,383,194,0,6,5,25,30,122,1,26,4,84,70,16,6,17,0,120,0,159,32,6,0,0,23
163,109,11,2,2,12,23,25,345,175,0,6,4,23,27,109,1,23,4,76,63,15,5,15,0,108,0,143,29,5,0,0,21
164,98,10,2,1,11,21,22,311,158,0,5,4,21,24,99,1,21,4,68,57,13,5,14,0,97,0,129,26,5,0,0,19
165,88,9,2,1,10,19,20,280,142,0,5,4,18,22,89,1,19,3,61,51,12,4,12,0,88,0,116,24,4,0,0,17
166,79,8,2,1,9,17,18,252,128,0,4,3,17,20,80,0,17,3,55,46,11,4,11,0,79,0,104,21,4,0,0,15
167,71,7,1,1,8,15,16,227,115,0,4,3,15,18,72,0,15,2,50,42,10,3,10,0,71,0,94,19,3,0,0,14
168,64,7,1,1,7,14,14,204,104,0,3,2,13,16,65,0,13,2,45,37,9,3,9,0,64,0,84,17,3,0,0,12
169,58,6,1,1,6,12,13,184,93,0,3,2,12,14,58,0,12,2,40,34,8,3,8,0,57,0,76,15,3,0,0,11
170,52,5,1,0,6,11,12,166,84,0,2,2,11,13,52,0,11,2,36,30,7,2,7,0,52,0,68,14,2,0,0,10
171,47,5,1,0,5,10,10,149,76,0,2,2,10,11,47,0,10,1,32,27,6,2,6,0,47,0,62,12,2,0,0,9
172,42,4,1,0,4,9,9,134,68,0,2,1,9,10,42,0,9,1,29,24,5,2,6,0,42,0,55,11,2,0,0,8
173,38,4,1,0,4,8,8,121,61,0,2,1,8,9,38,0,8,1,26,22,5,2,5,0,38,0,50,10,2,0,0,7
174,34,3,0,0,3,7,7,109,55,0,1,1,7,8,34,0,7,1,24,20,4,1,5,0,34,0,45,9,1,0,0,6
175,31,3,0,0,3,6,7,98,50,0,1,1,6,7,31,0,6,1,21,18,4,1,4,0,30,0,40,8,1,0,0,6
176,28,3,0,0,3,6,6,88,45,0,1,1,5,7,28,0,6,1,19,16,3,1,4,0,27,0,36,7,1,0,0,5
177,25,2,0,0,2,5,5,79,40,0,1,1,5,6,25,0,5,1,17,14,3,1,3,0,25,0,33,6,1,0,0,4
178,22,2,0,0,2,4,5,71,36,0,1,1,4,5,22,0,4,0,15,13,3,1,3,0,22,0,29,6,1,0,0,4
179,20,2,0,0,2,4,4,64,32,0,1,0,4,5,20,0,4,0,14,11,2,1,2,0,20,0,26,5,1,0,0,4
